"Year","Table","County","Birth Weight in Grams","Number of Live Births"
"2018","11a","Schuyler","Unknown","0"
"2018","11a","Schuyler","Total","176"
"2018","11a","Schuyler","Under 1000","0"
"2018","11a","Schuyler","1000-1499","1"
"2018","11a","Schuyler","1500-1999","0"
"2018","11a","Schuyler","2000-2499","3"
"2018","11a","Schuyler","2500-2999","22"
"2018","11a","Schuyler","3000-3499","57"
"2018","11a","Schuyler","3500+","93"
"2018","11a","Seneca","Unknown","1"
"2018","11a","Seneca","Total","402"
"2018","11a","Seneca","Under 1000","2"
"2018","11a","Seneca","1000-1499","0"
"2018","11a","Seneca","1500-1999","9"
"2018","11a","Seneca","2000-2499","19"
"2018","11a","Seneca","2500-2999","52"
"2018","11a","Seneca","3000-3499","136"
"2018","11a","Seneca","3500+","183"
"2018","11a","Steuben","2500-2999","144"
"2018","11a","Steuben","Total","1,038"
"2018","11a","Steuben","Under 1000","5"
"2018","11a","Steuben","1000-1499","6"
"2018","11a","Steuben","1500-1999","10"
"2018","11a","Steuben","2000-2499","52"
"2018","11a","Steuben","3000-3499","364"
"2018","11a","Steuben","3500+","455"
"2018","11a","Steuben","Unknown","2"
"2018","11a","St Lawrence","Under 1000","4"
"2018","11a","St Lawrence","Total","1,096"
"2018","11a","St Lawrence","Unknown","45"
"2018","11a","St Lawrence","3500+","443"
"2018","11a","St Lawrence","3000-3499","379"
"2018","11a","St Lawrence","2500-2999","160"
"2018","11a","St Lawrence","2000-2499","41"
"2018","11a","St Lawrence","1500-1999","14"
"2018","11a","St Lawrence","1000-1499","10"
"2018","11a","Suffolk","Unknown","3"
"2018","11a","Suffolk","3500+","5,228"
"2018","11a","Suffolk","3000-3499","6,027"
"2018","11a","Suffolk","2500-2999","2,759"
"2018","11a","Suffolk","2000-2499","782"
"2018","11a","Suffolk","1500-1999","247"
"2018","11a","Suffolk","1000-1499","109"
"2018","11a","Suffolk","Under 1000","86"
"2018","11a","Suffolk","Total","15,241"
"2018","11a","Sullivan","2000-2499","43"
"2018","11a","Sullivan","3500+","295"
"2018","11a","Sullivan","3000-3499","324"
"2018","11a","Sullivan","2500-2999","175"
"2018","11a","Sullivan","Unknown","2"
"2018","11a","Sullivan","1500-1999","7"
"2018","11a","Sullivan","1000-1499","4"
"2018","11a","Sullivan","Under 1000","3"
"2018","11a","Sullivan","Total","853"
"2018","11a","Tioga","1500-1999","6"
"2018","11a","Tioga","Total","435"
"2018","11a","Tioga","Under 1000","0"
"2018","11a","Tioga","1000-1499","3"
"2018","11a","Tioga","2000-2499","21"
"2018","11a","Tioga","2500-2999","75"
"2018","11a","Tioga","3000-3499","141"
"2018","11a","Tioga","3500+","187"
"2018","11a","Tioga","Unknown","2"
"2018","11a","Tompkins","Unknown","0"
"2018","11a","Tompkins","3500+","295"
"2018","11a","Tompkins","3000-3499","270"
"2018","11a","Tompkins","2500-2999","103"
"2018","11a","Tompkins","2000-2499","35"
"2018","11a","Tompkins","1500-1999","17"
"2018","11a","Tompkins","1000-1499","4"
"2018","11a","Tompkins","Under 1000","4"
"2018","11a","Tompkins","Total","728"
"2018","11a","Ulster","Unknown","0"
"2018","11a","Ulster","3500+","616"
"2018","11a","Ulster","3000-3499","566"
"2018","11a","Ulster","2500-2999","255"
"2018","11a","Ulster","2000-2499","74"
"2018","11a","Ulster","1500-1999","24"
"2018","11a","Ulster","1000-1499","9"
"2018","11a","Ulster","Under 1000","2"
"2018","11a","Ulster","Total","1,546"
"2018","11a","Warren","1500-1999","8"
"2018","11a","Warren","3500+","241"
"2018","11a","Warren","3000-3499","183"
"2018","11a","Warren","2500-2999","75"
"2018","11a","Warren","2000-2499","26"
"2018","11a","Warren","1000-1499","5"
"2018","11a","Warren","Under 1000","6"
"2018","11a","Warren","Total","544"
"2018","11a","Warren","Unknown","0"
"2018","11a","Washington","Unknown","2"
"2018","11a","Washington","Total","551"
"2018","11a","Washington","Under 1000","7"
"2018","11a","Washington","1000-1499","5"
"2018","11a","Washington","1500-1999","7"
"2018","11a","Washington","2000-2499","35"
"2018","11a","Washington","2500-2999","91"
"2018","11a","Washington","3000-3499","181"
"2018","11a","Washington","3500+","223"
"2018","11a","Wayne","Unknown","0"
"2018","11a","Wayne","Total","990"
"2018","11a","Wayne","Under 1000","4"
"2018","11a","Wayne","1000-1499","6"
"2018","11a","Wayne","1500-1999","14"
"2018","11a","Wayne","2000-2499","35"
"2018","11a","Wayne","2500-2999","145"
"2018","11a","Wayne","3000-3499","357"
"2018","11a","Wayne","3500+","429"
"2018","11a","Westchester","1500-1999","168"
"2018","11a","Westchester","Total","10,112"
"2018","11a","Westchester","Under 1000","83"
"2018","11a","Westchester","1000-1499","63"
"2018","11a","Westchester","2000-2499","494"
"2018","11a","Westchester","2500-2999","1,782"
"2018","11a","Westchester","3000-3499","4,087"
"2018","11a","Westchester","3500+","3,427"
"2018","11a","Westchester","Unknown","8"
"2018","11a","Wyoming","Unknown","1"
"2018","11a","Wyoming","3500+","164"
"2018","11a","Wyoming","3000-3499","117"
"2018","11a","Wyoming","2500-2999","62"
"2018","11a","Wyoming","2000-2499","23"
"2018","11a","Wyoming","1500-1999","5"
"2018","11a","Wyoming","1000-1499","4"
"2018","11a","Wyoming","Under 1000","4"
"2018","11a","Wyoming","Total","380"
"2018","11a","Yates","1500-1999","1"
"2018","11a","Yates","Total","342"
"2018","11a","Yates","Under 1000","2"
"2018","11a","Yates","1000-1499","0"
"2018","11a","Yates","2000-2499","10"
"2018","11a","Yates","2500-2999","42"
"2018","11a","Yates","3000-3499","108"
"2018","11a","Yates","3500+","176"
"2018","11a","Yates","Unknown","3"
"2017","11a","Albany","Unknown","1"
"2017","11a","Albany","Under 1000","28"
"2017","11a","Albany","1000-1499","30"
"2017","11a","Albany","1500-1999","45"
"2017","11a","Albany","Total","3,177"
"2017","11a","Albany","2000-2499","165"
"2017","11a","Albany","2500-2999","524"
"2017","11a","Albany","3000-3499","1,226"
"2017","11a","Albany","3500+","1,158"
"2017","11a","Allegany","Total","486"
"2017","11a","Allegany","Unknown","11"
"2017","11a","Allegany","3500+","155"
"2017","11a","Allegany","3000-3499","190"
"2017","11a","Allegany","2500-2999","90"
"2017","11a","Allegany","2000-2499","25"
"2017","11a","Allegany","1500-1999","6"
"2017","11a","Allegany","1000-1499","3"
"2017","11a","Allegany","Under 1000","6"
"2017","11a","Bronx","Total","20,246"
"2017","11a","Bronx","Under 1000","181"
"2017","11a","Bronx","1000-1499","217"
"2017","11a","Bronx","1500-1999","395"
"2017","11a","Bronx","Unknown","0"
"2017","11a","Bronx","2000-2499","1,201"
"2017","11a","Bronx","2500-2999","4,275"
"2017","11a","Bronx","3000-3499","8,064"
"2017","11a","Bronx","3500+","5,913"
"2017","11a","Broome","Total","1,976"
"2017","11a","Broome","Under 1000","15"
"2017","11a","Broome","1000-1499","15"
"2017","11a","Broome","1500-1999","41"
"2017","11a","Broome","2000-2499","99"
"2017","11a","Broome","2500-2999","332"
"2017","11a","Broome","3000-3499","715"
"2017","11a","Broome","3500+","755"
"2017","11a","Broome","Unknown","4"
"2017","11a","Cattaraugus","Total","817"
"2017","11a","Cattaraugus","Unknown","76"
"2017","11a","Cattaraugus","3500+","272"
"2017","11a","Cattaraugus","3000-3499","282"
"2017","11a","Cattaraugus","2500-2999","131"
"2017","11a","Cattaraugus","2000-2499","34"
"2017","11a","Cattaraugus","1500-1999","12"
"2017","11a","Cattaraugus","1000-1499","6"
"2017","11a","Cattaraugus","Under 1000","4"
"2017","11a","Cayuga","Total","781"
"2017","11a","Cayuga","Unknown","2"
"2017","11a","Cayuga","3500+","341"
"2017","11a","Cayuga","3000-3499","266"
"2017","11a","Cayuga","2500-2999","118"
"2017","11a","Cayuga","2000-2499","27"
"2017","11a","Cayuga","1500-1999","15"
"2017","11a","Cayuga","1000-1499","6"
"2017","11a","Cayuga","Under 1000","6"
"2017","11a","Chautauqua","Under 1000","5"
"2017","11a","Chautauqua","Unknown","34"
"2017","11a","Chautauqua","3500+","508"
"2017","11a","Chautauqua","3000-3499","503"
"2017","11a","Chautauqua","2500-2999","220"
"2017","11a","Chautauqua","2000-2499","49"
"2017","11a","Chautauqua","1500-1999","17"
"2017","11a","Chautauqua","1000-1499","13"
"2017","11a","Chautauqua","Total","1,349"
"2017","11a","Chemung","2500-2999","159"
"2017","11a","Chemung","Unknown","0"
"2017","11a","Chemung","3500+","369"
"2017","11a","Chemung","3000-3499","306"
"2017","11a","Chemung","Total","898"
"2017","11a","Chemung","2000-2499","34"
"2017","11a","Chemung","1500-1999","17"
"2017","11a","Chemung","1000-1499","4"
"2017","11a","Chemung","Under 1000","9"
"2017","11a","Chenango","Total","489"
"2017","11a","Chenango","Under 1000","1"
"2017","11a","Chenango","1000-1499","1"
"2017","11a","Chenango","1500-1999","3"
"2017","11a","Chenango","2000-2499","18"
"2017","11a","Chenango","2500-2999","67"
"2017","11a","Chenango","3000-3499","180"
"2017","11a","Chenango","3500+","213"
"2017","11a","Chenango","Unknown","6"
"2017","11a","Clinton","Total","711"
"2017","11a","Clinton","Under 1000","1"
"2017","11a","Clinton","1000-1499","1"
"2017","11a","Clinton","1500-1999","5"
"2017","11a","Clinton","2000-2499","28"
"2017","11a","Clinton","2500-2999","101"
"2017","11a","Clinton","3000-3499","270"
"2017","11a","Clinton","3500+","305"
"2017","11a","Clinton","Unknown","0"
"2017","11a","Columbia","Total","507"
"2017","11a","Columbia","Under 1000","5"
"2017","11a","Columbia","1000-1499","3"
"2017","11a","Columbia","1500-1999","8"
"2017","11a","Columbia","2000-2499","17"
"2017","11a","Columbia","2500-2999","76"
"2017","11a","Columbia","3000-3499","176"
"2017","11a","Columbia","3500+","213"
"2017","11a","Columbia","Unknown","9"
"2017","11a","Cortland","1500-1999","9"
"2017","11a","Cortland","Total","480"
"2017","11a","Cortland","Under 1000","1"
"2017","11a","Cortland","1000-1499","4"
"2017","11a","Cortland","2000-2499","20"
"2017","11a","Cortland","2500-2999","60"
"2017","11a","Cortland","3000-3499","178"
"2017","11a","Cortland","3500+","198"
"2017","11a","Cortland","Unknown","10"
"2017","11a","Delaware","Unknown","0"
"2017","11a","Delaware","3500+","147"
"2017","11a","Delaware","3000-3499","125"
"2017","11a","Delaware","2500-2999","67"
"2017","11a","Delaware","2000-2499","13"
"2017","11a","Delaware","1500-1999","4"
"2017","11a","Delaware","1000-1499","2"
"2017","11a","Delaware","Under 1000","1"
"2017","11a","Delaware","Total","359"
"2017","11a","Dutchess","Unknown","2"
"2017","11a","Dutchess","3500+","959"
"2017","11a","Dutchess","3000-3499","1,012"
"2017","11a","Dutchess","2500-2999","412"
"2017","11a","Dutchess","2000-2499","124"
"2017","11a","Dutchess","Total","2,596"
"2017","11a","Dutchess","1500-1999","56"
"2017","11a","Dutchess","1000-1499","18"
"2017","11a","Dutchess","Under 1000","13"
"2017","11a","Erie","Total","9,849"
"2017","11a","Erie","Under 1000","76"
"2017","11a","Erie","1000-1499","76"
"2017","11a","Erie","1500-1999","193"
"2017","11a","Erie","2000-2499","548"
"2017","11a","Erie","2500-2999","1,761"
"2017","11a","Erie","3000-3499","3,604"
"2017","11a","Erie","3500+","3,546"
"2017","11a","Erie","Unknown","45"
"2017","11a","Essex","Total","283"
"2017","11a","Essex","Unknown","0"
"2017","11a","Essex","3500+","104"
"2017","11a","Essex","3000-3499","103"
"2017","11a","Essex","2500-2999","50"
"2017","11a","Essex","2000-2499","16"
"2017","11a","Essex","1500-1999","7"
"2017","11a","Essex","1000-1499","2"
"2017","11a","Essex","Under 1000","1"
"2017","11a","Franklin","Unknown","5"
"2017","11a","Franklin","3500+","181"
"2017","11a","Franklin","3000-3499","157"
"2017","11a","Franklin","2500-2999","79"
"2017","11a","Franklin","2000-2499","11"
"2017","11a","Franklin","1500-1999","4"
"2017","11a","Franklin","1000-1499","2"
"2017","11a","Franklin","Under 1000","1"
"2017","11a","Franklin","Total","440"
"2017","11a","Fulton","Unknown","0"
"2017","11a","Fulton","Total","538"
"2017","11a","Fulton","Under 1000","0"
"2017","11a","Fulton","1000-1499","2"
"2017","11a","Fulton","1500-1999","9"
"2017","11a","Fulton","2000-2499","25"
"2017","11a","Fulton","2500-2999","80"
"2017","11a","Fulton","3000-3499","191"
"2017","11a","Fulton","3500+","231"
"2017","11a","Genesee","Unknown","1"
"2017","11a","Genesee","Under 1000","2"
"2017","11a","Genesee","1000-1499","2"
"2017","11a","Genesee","1500-1999","7"
"2017","11a","Genesee","Total","551"
"2017","11a","Genesee","2000-2499","26"
"2017","11a","Genesee","2500-2999","95"
"2017","11a","Genesee","3000-3499","185"
"2017","11a","Genesee","3500+","233"
"2017","11a","Greene","Total","386"
"2017","11a","Greene","Under 1000","0"
"2017","11a","Greene","1000-1499","4"
"2017","11a","Greene","1500-1999","5"
"2017","11a","Greene","2000-2499","21"
"2017","11a","Greene","2500-2999","75"
"2017","11a","Greene","3000-3499","122"
"2017","11a","Greene","3500+","159"
"2017","11a","Greene","Unknown","0"
"2017","11a","Hamilton","Under 1000","0"
"2017","11a","Hamilton","Unknown","0"
"2017","11a","Hamilton","Total","27"
"2017","11a","Hamilton","3500+","10"
"2017","11a","Hamilton","3000-3499","13"
"2017","11a","Hamilton","2500-2999","3"
"2017","11a","Hamilton","2000-2499","0"
"2017","11a","Hamilton","1500-1999","1"
"2017","11a","Hamilton","1000-1499","0"
"2017","11a","Herkimer","Unknown","3"
"2017","11a","Herkimer","Total","588"
"2017","11a","Herkimer","Under 1000","1"
"2017","11a","Herkimer","1000-1499","4"
"2017","11a","Herkimer","1500-1999","8"
"2017","11a","Herkimer","2000-2499","30"
"2017","11a","Herkimer","2500-2999","81"
"2017","11a","Herkimer","3000-3499","192"
"2017","11a","Herkimer","3500+","269"
"2017","11a","Jefferson","Total","2,005"
"2017","11a","Jefferson","Under 1000","17"
"2017","11a","Jefferson","1000-1499","14"
"2017","11a","Jefferson","1500-1999","28"
"2017","11a","Jefferson","2000-2499","72"
"2017","11a","Jefferson","2500-2999","307"
"2017","11a","Jefferson","3000-3499","774"
"2017","11a","Jefferson","3500+","785"
"2017","11a","Jefferson","Unknown","8"
"2017","11a","Kings","Total","39,068"
"2017","11a","Kings","Under 1000","220"
"2017","11a","Kings","1000-1499","289"
"2017","11a","Kings","1500-1999","595"
"2017","11a","Kings","2000-2499","1,892"
"2017","11a","Kings","2500-2999","7,930"
"2017","11a","Kings","3000-3499","15,891"
"2017","11a","Kings","3500+","12,247"
"2017","11a","Kings","Unknown","4"
"2017","11a","Lewis","Under 1000","1"
"2017","11a","Lewis","Unknown","1"
"2017","11a","Lewis","3500+","127"
"2017","11a","Lewis","3000-3499","133"
"2017","11a","Lewis","2500-2999","50"
"2017","11a","Lewis","2000-2499","14"
"2017","11a","Lewis","1500-1999","7"
"2017","11a","Lewis","1000-1499","2"
"2017","11a","Lewis","Total","335"
"2017","11a","Livingston","2000-2499","17"
"2017","11a","Livingston","Total","502"
"2017","11a","Livingston","Under 1000","1"
"2017","11a","Livingston","1000-1499","4"
"2017","11a","Livingston","1500-1999","7"
"2017","11a","Livingston","2500-2999","79"
"2017","11a","Livingston","3000-3499","179"
"2017","11a","Livingston","3500+","215"
"2017","11a","Livingston","Unknown","0"
"2017","11a","Madison","Unknown","17"
"2017","11a","Madison","Total","672"
"2017","11a","Madison","Under 1000","3"
"2017","11a","Madison","1000-1499","10"
"2017","11a","Madison","1500-1999","10"
"2017","11a","Madison","2000-2499","27"
"2017","11a","Madison","2500-2999","78"
"2017","11a","Madison","3000-3499","246"
"2017","11a","Madison","3500+","281"
"2017","11a","Monroe","Total","7,884"
"2017","11a","Monroe","Under 1000","66"
"2017","11a","Monroe","1000-1499","69"
"2017","11a","Monroe","1500-1999","159"
"2017","11a","Monroe","2000-2499","437"
"2017","11a","Monroe","2500-2999","1,417"
"2017","11a","Monroe","3000-3499","2,873"
"2017","11a","Monroe","3500+","2,859"
"2017","11a","Monroe","Unknown","4"
"2017","11a","Montgomery","Unknown","24"
"2017","11a","Montgomery","3500+","260"
"2017","11a","Montgomery","3000-3499","204"
"2017","11a","Montgomery","2500-2999","86"
"2017","11a","Montgomery","2000-2499","25"
"2017","11a","Montgomery","1500-1999","10"
"2017","11a","Montgomery","1000-1499","4"
"2017","11a","Montgomery","Under 1000","2"
"2017","11a","Montgomery","Total","615"
"2017","11a","Nassau","Unknown","3"
"2017","11a","Nassau","Under 1000","82"
"2017","11a","Nassau","1000-1499","104"
"2017","11a","Nassau","1500-1999","242"
"2017","11a","Nassau","2000-2499","680"
"2017","11a","Nassau","2500-2999","2,677"
"2017","11a","Nassau","3000-3499","5,660"
"2017","11a","Nassau","3500+","4,736"
"2017","11a","Nassau","Total","14,184"
"2017","11a","New York","1500-1999","288"
"2017","11a","New York","Unknown","2"
"2017","11a","New York","3500+","5,250"
"2017","11a","New York","3000-3499","7,015"
"2017","11a","New York","2500-2999","3,456"
"2017","11a","New York","2000-2499","937"
"2017","11a","New York","1000-1499","107"
"2017","11a","New York","Under 1000","87"
"2017","11a","New York","Total","17,142"
"2017","11a","New York City","Under 1000","736"
"2017","11a","New York City","1000-1499","891"
"2017","11a","New York City","1500-1999","1,802"
"2017","11a","New York City","2000-2499","5,916"
"2017","11a","New York City","2500-2999","22,773"
"2017","11a","New York City","3000-3499","44,801"
"2017","11a","New York City","3500+","33,757"
"2017","11a","New York City","Unknown","6"
"2017","11a","New York City","Total","110,682"
"2017","11a","New York State","Total","228,501"
"2017","11a","New York State","Under 1000","1,480"
"2017","11a","New York State","1000-1499","1,718"
"2017","11a","New York State","1500-1999","3,643"
"2017","11a","New York State","2000-2499","11,582"
"2017","11a","New York State","2500-2999","43,103"
"2017","11a","New York State","3000-3499","89,124"
"2017","11a","New York State","3500+","77,460"
"2017","11a","New York State","Unknown","391"
"2017","11a","Niagara","Under 1000","5"
"2017","11a","Niagara","Total","2,116"
"2017","11a","Niagara","1000-1499","18"
"2017","11a","Niagara","1500-1999","44"
"2017","11a","Niagara","2000-2499","123"
"2017","11a","Niagara","2500-2999","367"
"2017","11a","Niagara","3000-3499","756"
"2017","11a","Niagara","3500+","798"
"2017","11a","Niagara","Unknown","5"
"2017","11a","Oneida","Under 1000","22"
"2017","11a","Oneida","Total","2,566"
"2017","11a","Oneida","1000-1499","19"
"2017","11a","Oneida","1500-1999","35"
"2017","11a","Oneida","2000-2499","121"
"2017","11a","Oneida","2500-2999","441"
"2017","11a","Oneida","3000-3499","932"
"2017","11a","Oneida","3500+","994"
"2017","11a","Oneida","Unknown","2"
"2017","11a","Onondaga","Unknown","0"
